scholarship_name,provider,field,state,Gender,Community,Religion,Education Qualification,Income,Annual-Percentage,amount,deadline,apply_link,eligible
Women in STEM Scholarship 2354,NGO Foundation,Science,Uttar Pradesh,Female,OBC,All,PhD,Upto 2.5L,80-90,"Rs 50,000/year",11/30,https://scholarships.gov.in,1
First Generation Learner Award 2355,Trust Fund,Arts/Commerce,Punjab,Female,EWS,All,Class 12,Upto 2.5L,60-70,"Rs 1,000/year",9/29,https://scholarships.gov.in,1
Academic Excellence Grant 2356,Zilla Parishad,Architecture,Maharashtra,Male,EWS,Muslim,Class 12,Upto 1L,Above 75,"Rs 35,000/year",11/28,https://scholarships.gov.in,1
Academic Excellence Grant 2357,Trust Fund,Pharmacy,Punjab,Female,OBC,Christian,Postgraduate,Upto 1L,Above 60,"Rs 15,000/year",10/31,https://scholarships.gov.in,1
Women in STEM Scholarship 2358,NGO Foundation,Medical,West Bengal,Female,ST,Muslim,PhD,Upto 1L,90-100,"Rs 2,500/year",9/31,https://scholarships.gov.in,1
BPL Student Aid 2359,NGO Foundation,Education,Delhi,All,OBC,Jain,Undergraduate,Upto 5L,Above 75,"Rs 40,000/year",11/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 2360,Zilla Parishad,Biotechnology,Telangana,All,SC,Buddhist,Postgraduate,Upto 8L,60-70,"Rs 40,000/year",11/29,https://scholarships.gov.in,1
First Generation Learner Award 2361,Zilla Parishad,Design,Kerala,All,OBC,Muslim,Class 12,No Limit,90-100,"Rs 35,000/year",12/30,https://scholarships.gov.in,1
District Topper Scholarship 2362,Zilla Parishad,Science,Himachal Pradesh,Female,ST,Sikh,Postgraduate,Upto 5L,90-100,"Rs 12,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 2363,Trust Fund,Management,Delhi,Female,OBC,Christian,Class 10,Upto 3.5L,80-90,"Rs 12,000/year",9/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2364,Trust Fund,Journalism,Rajasthan,All,Minority,Sikh,Class 10,No Limit,80-90,"Rs 1,500/year",12/29,https://scholarships.gov.in,1
Best Student Award Scholarship 2365,Zilla Parishad,Management,Kerala,All,General,All,Class 12,Upto 3.5L,Above 60,"Rs 6,000/year",11/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2366,District Collector Office,Architecture,West Bengal,All,ST,Christian,Undergraduate,No Limit,Above 60,"Rs 15,000/year",12/31,https://scholarships.gov.in,1
BPL Student Aid 2367,District Collector Office,Architecture,Punjab,Male,OBC,Sikh,Postgraduate,Upto 2.5L,90-100,"Rs 12,000/year",10/30,https://scholarships.gov.in,1
Rural Student Scholarship 2368,NGO Foundation,Agriculture,Bihar,All,Minority,All,Postgraduate,Upto 5L,90-100,"Rs 18,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2369,Trust Fund,Biotechnology,Arunachal Pradesh,Female,SC,Hindu,Undergraduate,Upto 3.5L,70-80,"Rs 60,000/year",10/28,https://scholarships.gov.in,1
BPL Student Aid 2370,District Collector Office,All,Nagaland,Male,ST,Sikh,Class 10,No Limit,80-90,"Rs 20,000/year",9/31,https://scholarships.gov.in,1
BPL Student Aid 2371,District Collector Office,Science,Madhya Pradesh,Male,SC,Buddhist,Class 10,Upto 2.5L,50-60,"Rs 10,000/year",10/29,https://scholarships.gov.in,1
Backward Class Merit Award 2372,NGO Foundation,Computer Science,Karnataka,Female,EWS,Muslim,Diploma,Upto 1L,80-90,"Rs 3,000/year",11/31,https://scholarships.gov.in,1
Best Student Award Scholarship 2373,District Collector Office,Education,Chhattisgarh,Female,ST,Christian,PhD,Upto 1L,60-70,"Rs 2,500/year",10/29,https://scholarships.gov.in,1
Best Student Award Scholarship 2374,Trust Fund,Computer Science,Madhya Pradesh,All,OBC,Jain,PhD,No Limit,50-60,"Rs 15,000/year",11/29,https://scholarships.gov.in,1
BPL Student Aid 2375,Trust Fund,Education,Himachal Pradesh,All,ST,Muslim,Class 12,Upto 5L,60-70,"Rs 35,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 2376,NGO Foundation,Computer Science,Delhi,Female,General,Jain,PhD,No Limit,50-60,"Rs 12,000/year",9/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 2377,NGO Foundation,Pharmacy,Uttar Pradesh,Female,General,Christian,PhD,Upto 2.5L,50-60,"Rs 5,000/year",12/28,https://scholarships.gov.in,1
First Generation Learner Award 2378,State Education Board,Science,Gujarat,Male,EWS,All,Class 10,Upto 5L,90-100,"Rs 40,000/year",12/30,https://scholarships.gov.in,1
Rural Student Scholarship 2379,State Education Board,Computer Science,Sikkim,Female,EWS,Buddhist,Class 12,Upto 3.5L,80-90,"Rs 75,000/year",11/29,https://scholarships.gov.in,1
Rural Student Scholarship 2380,NGO Foundation,Agriculture,Arunachal Pradesh,All,ST,Jain,Undergraduate,No Limit,70-80,"Rs 18,000/year",9/30,https://scholarships.gov.in,1
Academic Excellence Grant 2381,NGO Foundation,All,Karnataka,All,ST,Christian,PhD,Upto 5L,90-100,"Rs 18,000/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 2382,District Collector Office,Medical,Madhya Pradesh,Female,EWS,Muslim,Undergraduate,Upto 3.5L,70-80,"Rs 30,000/year",9/29,https://scholarships.gov.in,1
BPL Student Aid 2383,Zilla Parishad,Agriculture,Sikkim,Male,All,Jain,Postgraduate,Upto 5L,80-90,"Rs 2,500/year",10/29,https://scholarships.gov.in,1
Rural Student Scholarship 2384,Trust Fund,Management,Uttarakhand,All,ST,Jain,PhD,No Limit,Above 75,"Rs 30,000/year",9/28,https://scholarships.gov.in,1
Rural Student Scholarship 2385,District Collector Office,Agriculture,Tripura,Female,All,All,PhD,Upto 1L,70-80,"Rs 12,000/year",11/28,https://scholarships.gov.in,1
District Topper Scholarship 2386,Trust Fund,Medical,Manipur,All,General,All,Class 12,Upto 8L,70-80,"Rs 60,000/year",11/28,https://scholarships.gov.in,1
BPL Student Aid 2387,NGO Foundation,Engineering,Mizoram,Female,ST,Sikh,Undergraduate,Upto 3.5L,80-90,"Rs 50,000/year",12/30,https://scholarships.gov.in,1
Rural Student Scholarship 2388,Trust Fund,Design,Jammu & Kashmir,Male,SC,Christian,Postgraduate,Upto 1L,70-80,"Rs 6,000/year",11/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2389,Trust Fund,Medical,Jharkhand,Female,EWS,Jain,Undergraduate,Upto 1L,Above 75,"Rs 3,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 2390,NGO Foundation,Arts/Commerce,Arunachal Pradesh,All,SC,Christian,Diploma,Upto 8L,70-80,"Rs 15,000/year",12/31,https://scholarships.gov.in,1
BPL Student Aid 2391,Trust Fund,Design,Nagaland,All,OBC,Christian,Diploma,Upto 8L,50-60,"Rs 2,000/year",10/29,https://scholarships.gov.in,1
First Generation Learner Award 2392,State Education Board,Design,Uttar Pradesh,Female,All,Buddhist,Postgraduate,Upto 8L,60-70,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
District Topper Scholarship 2393,Trust Fund,All,Mizoram,All,General,Jain,Postgraduate,No Limit,50-60,"Rs 35,000/year",12/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2394,Trust Fund,Engineering,Mizoram,All,General,Jain,Postgraduate,Upto 3.5L,70-80,"Rs 20,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 2395,District Collector Office,All,Arunachal Pradesh,Female,General,Jain,Class 12,Upto 3.5L,60-70,"Rs 2,500/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2396,Trust Fund,Architecture,Punjab,Male,OBC,Christian,Undergraduate,Upto 3.5L,60-70,"Rs 50,000/year",10/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 2397,Zilla Parishad,Journalism,Arunachal Pradesh,Female,EWS,Muslim,Postgraduate,Upto 2.5L,Above 75,"Rs 8,000/year",11/31,https://scholarships.gov.in,1
Women in STEM Scholarship 2398,NGO Foundation,All,Tamil Nadu,Male,OBC,Hindu,PhD,No Limit,Above 60,"Rs 10,000/year",12/29,https://scholarships.gov.in,1
BPL Student Aid 2399,Zilla Parishad,Pharmacy,Punjab,Female,EWS,All,PhD,No Limit,80-90,"Rs 25,000/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 2400,Trust Fund,Journalism,Delhi,Male,All,Hindu,PhD,Upto 2.5L,Above 75,"Rs 8,000/year",9/28,https://scholarships.gov.in,1
Academic Excellence Grant 2401,Trust Fund,Management,Assam,All,Minority,Hindu,Class 10,No Limit,80-90,"Rs 40,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 2402,District Collector Office,Arts/Commerce,Mizoram,Male,OBC,Buddhist,Undergraduate,No Limit,80-90,"Rs 30,000/year",10/30,https://scholarships.gov.in,1
Academic Excellence Grant 2403,Zilla Parishad,Engineering,Meghalaya,All,General,Jain,Class 10,No Limit,50-60,"Rs 50,000/year",9/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2404,Trust Fund,Computer Science,Kerala,Male,ST,Jain,Postgraduate,Upto 3.5L,70-80,"Rs 30,000/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2405,NGO Foundation,Journalism,Goa,Female,Minority,Buddhist,PhD,Upto 5L,60-70,"Rs 6,000/year",12/31,https://scholarships.gov.in,1
First Generation Learner Award 2406,Zilla Parishad,Agriculture,Odisha,Male,ST,Hindu,Class 12,Upto 1L,70-80,"Rs 30,000/year",9/28,https://scholarships.gov.in,1
Rural Student Scholarship 2407,Zilla Parishad,Medical,Delhi,Female,Minority,Hindu,Class 10,No Limit,70-80,"Rs 3,000/year",9/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 2408,State Education Board,Pharmacy,Tripura,All,General,Muslim,Postgraduate,No Limit,Above 75,"Rs 1,000/year",10/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 2409,Trust Fund,Law,West Bengal,Female,SC,Jain,Class 12,No Limit,60-70,"Rs 2,000/year",9/29,https://scholarships.gov.in,1
District Topper Scholarship 2410,NGO Foundation,Biotechnology,Haryana,All,EWS,All,Postgraduate,Upto 5L,Above 60,"Rs 2,500/year",9/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 2411,District Collector Office,Computer Science,Jharkhand,Female,ST,Muslim,Class 12,Upto 8L,50-60,"Rs 15,000/year",12/30,https://scholarships.gov.in,1
Best Student Award Scholarship 2412,State Education Board,Biotechnology,Meghalaya,Male,General,Jain,Diploma,Upto 5L,Above 60,"Rs 8,000/year",9/28,https://scholarships.gov.in,1
Backward Class Merit Award 2413,District Collector Office,Agriculture,Odisha,All,ST,Sikh,Class 12,Upto 5L,50-60,"Rs 15,000/year",10/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2414,District Collector Office,Arts/Commerce,Bihar,Female,All,Sikh,Undergraduate,No Limit,Above 75,"Rs 15,000/year",9/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 2415,Trust Fund,Engineering,Manipur,Female,Minority,Hindu,PhD,Upto 3.5L,50-60,"Rs 60,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 2416,State Education Board,Design,Tamil Nadu,All,SC,Sikh,Class 10,No Limit,Above 60,"Rs 30,000/year",9/31,https://scholarships.gov.in,1
Best Student Award Scholarship 2417,NGO Foundation,Arts/Commerce,Tamil Nadu,Female,SC,All,PhD,Upto 3.5L,90-100,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
First Generation Learner Award 2418,Trust Fund,Management,Karnataka,Male,SC,Buddhist,Class 10,No Limit,80-90,"Rs 1,500/year",12/29,https://scholarships.gov.in,1
First Generation Learner Award 2419,Zilla Parishad,All,Telangana,Female,All,Jain,Class 12,Upto 5L,Above 60,"Rs 3,000/year",11/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 2420,NGO Foundation,All,Jammu & Kashmir,Male,All,Muslim,Class 12,No Limit,Above 60,"Rs 60,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 2421,District Collector Office,Pharmacy,Assam,Male,EWS,Hindu,Diploma,Upto 5L,60-70,"Rs 1,500/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 2422,Zilla Parishad,Law,Arunachal Pradesh,Female,General,Buddhist,Postgraduate,No Limit,50-60,"Rs 20,000/year",12/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2423,District Collector Office,Agriculture,Odisha,Female,General,All,Undergraduate,Upto 5L,50-60,"Rs 60,000/year",10/28,https://scholarships.gov.in,1
BPL Student Aid 2424,NGO Foundation,Pharmacy,Mizoram,Male,All,Muslim,Class 12,No Limit,70-80,"Rs 1,000/year",12/30,https://scholarships.gov.in,1
Rural Student Scholarship 2425,Zilla Parishad,All,Chhattisgarh,Female,All,Christian,Postgraduate,Upto 2.5L,60-70,"Rs 20,000/year",12/30,https://scholarships.gov.in,1
BPL Student Aid 2426,State Education Board,Computer Science,Chhattisgarh,Female,All,Muslim,Undergraduate,Upto 3.5L,Above 60,"Rs 1,500/year",12/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2427,State Education Board,Law,Goa,All,General,Hindu,PhD,Upto 8L,80-90,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2428,Trust Fund,Design,Bihar,All,OBC,Christian,Diploma,Upto 8L,90-100,"Rs 60,000/year",11/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 2429,NGO Foundation,Biotechnology,Rajasthan,Male,OBC,Sikh,Class 10,Upto 2.5L,90-100,"Rs 6,000/year",12/28,https://scholarships.gov.in,1
BPL Student Aid 2430,District Collector Office,Education,Jammu & Kashmir,Female,All,Sikh,Diploma,Upto 2.5L,Above 60,"Rs 1,000/year",10/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2431,NGO Foundation,Journalism,Gujarat,Female,SC,Jain,Undergraduate,Upto 1L,60-70,"Rs 25,000/year",10/28,https://scholarships.gov.in,1
District Topper Scholarship 2432,Trust Fund,Management,Mizoram,Male,ST,Jain,Class 10,Upto 3.5L,Above 75,"Rs 50,000/year",12/28,https://scholarships.gov.in,1
BPL Student Aid 2433,State Education Board,Medical,Himachal Pradesh,All,SC,Muslim,Class 12,No Limit,Above 75,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
First Generation Learner Award 2434,NGO Foundation,Medical,Rajasthan,Male,ST,All,PhD,No Limit,90-100,"Rs 75,000/year",9/28,https://scholarships.gov.in,1
Academic Excellence Grant 2435,Zilla Parishad,Management,Assam,All,SC,Sikh,Diploma,Upto 5L,80-90,"Rs 35,000/year",12/28,https://scholarships.gov.in,1
Best Student Award Scholarship 2436,District Collector Office,Biotechnology,Uttar Pradesh,Male,Minority,Christian,Class 12,Upto 1L,70-80,"Rs 10,000/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2437,Trust Fund,Law,Sikkim,Female,Minority,Jain,Diploma,No Limit,60-70,"Rs 3,000/year",10/29,https://scholarships.gov.in,1
BPL Student Aid 2438,State Education Board,Science,Arunachal Pradesh,Male,SC,Jain,PhD,Upto 1L,50-60,"Rs 1,500/year",12/31,https://scholarships.gov.in,1
Backward Class Merit Award 2439,NGO Foundation,Design,Mizoram,Male,ST,Sikh,Postgraduate,No Limit,Above 75,"Rs 35,000/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 2440,Zilla Parishad,Education,Haryana,All,OBC,Sikh,Undergraduate,Upto 3.5L,70-80,"Rs 75,000/year",9/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2441,Trust Fund,Law,Manipur,Female,ST,Jain,Class 10,Upto 3.5L,Above 60,"Rs 35,000/year",9/30,https://scholarships.gov.in,1
Best Student Award Scholarship 2442,District Collector Office,Engineering,Nagaland,Male,Minority,Christian,Class 10,Upto 8L,70-80,"Rs 50,000/year",11/29,https://scholarships.gov.in,1
Backward Class Merit Award 2443,Trust Fund,Architecture,Meghalaya,Female,SC,Hindu,Class 12,No Limit,Above 75,"Rs 30,000/year",10/29,https://scholarships.gov.in,1
BPL Student Aid 2444,Trust Fund,Pharmacy,Arunachal Pradesh,Female,OBC,Muslim,PhD,No Limit,90-100,"Rs 30,000/year",12/28,https://scholarships.gov.in,1
First Generation Learner Award 2445,NGO Foundation,Biotechnology,Chhattisgarh,Female,SC,Buddhist,Class 10,Upto 8L,Above 60,"Rs 20,000/year",9/30,https://scholarships.gov.in,1
BPL Student Aid 2446,Trust Fund,Arts/Commerce,Madhya Pradesh,Female,OBC,Jain,Undergraduate,Upto 2.5L,90-100,"Rs 75,000/year",10/31,https://scholarships.gov.in,1
Academic Excellence Grant 2447,State Education Board,Law,Mizoram,All,SC,Buddhist,Diploma,Upto 5L,60-70,"Rs 50,000/year",9/30,https://scholarships.gov.in,1
Backward Class Merit Award 2448,State Education Board,Design,Odisha,Male,Minority,Sikh,Diploma,Upto 8L,Above 75,"Rs 10,000/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 2449,District Collector Office,Engineering,Tamil Nadu,Male,SC,Buddhist,PhD,Upto 5L,50-60,"Rs 15,000/year",12/30,https://scholarships.gov.in,1
First Generation Learner Award 2450,District Collector Office,Medical,Uttarakhand,Female,OBC,Buddhist,Undergraduate,Upto 3.5L,70-80,"Rs 1,000/year",12/31,https://scholarships.gov.in,1
Academic Excellence Grant 2451,District Collector Office,Biotechnology,Mizoram,Female,Minority,Christian,Undergraduate,Upto 3.5L,60-70,"Rs 1,000/year",11/31,https://scholarships.gov.in,1
Rural Student Scholarship 2452,NGO Foundation,Arts/Commerce,Assam,Female,Minority,Buddhist,PhD,Upto 3.5L,50-60,"Rs 2,000/year",11/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 2453,NGO Foundation,Science,Goa,Male,OBC,Hindu,Undergraduate,Upto 5L,80-90,"Rs 30,000/year",11/28,https://scholarships.gov.in,1
Academic Excellence Grant 2454,Trust Fund,Management,Meghalaya,Male,Minority,Sikh,Class 10,Upto 1L,90-100,"Rs 60,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2455,District Collector Office,Design,Gujarat,Female,General,Muslim,Undergraduate,Upto 8L,60-70,"Rs 15,000/year",10/29,https://scholarships.gov.in,1
First Generation Learner Award 2456,Zilla Parishad,Architecture,Chhattisgarh,Female,EWS,Muslim,Undergraduate,Upto 1L,50-60,"Rs 3,000/year",11/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2457,District Collector Office,Medical,Odisha,Male,SC,Hindu,Class 12,Upto 1L,Above 75,"Rs 5,000/year",10/31,https://scholarships.gov.in,1
Academic Excellence Grant 2458,Trust Fund,Law,Chhattisgarh,Female,Minority,Hindu,Postgraduate,Upto 3.5L,50-60,"Rs 50,000/year",9/29,https://scholarships.gov.in,1
Rural Student Scholarship 2459,District Collector Office,Law,Nagaland,All,All,Jain,Class 12,Upto 1L,90-100,"Rs 6,000/year",10/30,https://scholarships.gov.in,1
Backward Class Merit Award 2460,State Education Board,Biotechnology,Meghalaya,Female,Minority,All,Class 10,No Limit,70-80,"Rs 3,000/year",10/30,https://scholarships.gov.in,1
BPL Student Aid 2461,Trust Fund,Science,Jammu & Kashmir,All,OBC,Buddhist,Class 12,Upto 2.5L,Above 60,"Rs 3,000/year",9/28,https://scholarships.gov.in,1
First Generation Learner Award 2462,District Collector Office,Agriculture,Bihar,Male,General,Sikh,Postgraduate,Upto 1L,90-100,"Rs 50,000/year",12/29,https://scholarships.gov.in,1
First Generation Learner Award 2463,Trust Fund,Computer Science,Manipur,Male,SC,Sikh,Diploma,Upto 5L,90-100,"Rs 40,000/year",12/30,https://scholarships.gov.in,1
District Topper Scholarship 2464,District Collector Office,Biotechnology,Assam,Female,Minority,Muslim,Class 10,Upto 3.5L,50-60,"Rs 1,500/year",9/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 2465,District Collector Office,Medical,Goa,All,EWS,Christian,Class 12,Upto 2.5L,70-80,"Rs 30,000/year",11/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 2466,NGO Foundation,Biotechnology,Goa,Female,Minority,Sikh,PhD,Upto 1L,Above 60,"Rs 20,000/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 2467,State Education Board,Engineering,Haryana,Female,EWS,Jain,Class 10,Upto 1L,Above 60,"Rs 75,000/year",11/29,https://scholarships.gov.in,1
District Topper Scholarship 2468,NGO Foundation,Agriculture,Arunachal Pradesh,Female,Minority,Christian,PhD,Upto 1L,80-90,"Rs 50,000/year",9/30,https://scholarships.gov.in,1
Backward Class Merit Award 2469,Trust Fund,Journalism,Rajasthan,All,SC,Jain,Undergraduate,No Limit,70-80,"Rs 75,000/year",9/31,https://scholarships.gov.in,1
Women in STEM Scholarship 2470,NGO Foundation,All,Jharkhand,Female,SC,Hindu,Class 12,Upto 1L,Above 75,"Rs 2,000/year",11/30,https://scholarships.gov.in,1
Rural Student Scholarship 2471,District Collector Office,Agriculture,Himachal Pradesh,All,General,Jain,Class 12,Upto 3.5L,60-70,"Rs 1,500/year",9/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2472,NGO Foundation,Design,Tripura,Female,All,Hindu,Class 10,Upto 1L,90-100,"Rs 8,000/year",9/28,https://scholarships.gov.in,1
Backward Class Merit Award 2473,State Education Board,Engineering,Chhattisgarh,Male,OBC,Buddhist,Diploma,Upto 5L,80-90,"Rs 5,000/year",11/31,https://scholarships.gov.in,1
District Topper Scholarship 2474,Zilla Parishad,Computer Science,Haryana,Female,All,Hindu,Postgraduate,Upto 8L,Above 75,"Rs 12,000/year",9/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 2475,District Collector Office,Pharmacy,Gujarat,All,ST,Buddhist,Class 10,Upto 5L,Above 75,"Rs 1,500/year",12/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2476,Trust Fund,Management,Arunachal Pradesh,Male,OBC,Muslim,Undergraduate,No Limit,80-90,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
Rural Student Scholarship 2477,NGO Foundation,Management,Uttarakhand,Female,All,Jain,Undergraduate,Upto 5L,Above 60,"Rs 30,000/year",11/30,https://scholarships.gov.in,1
Best Student Award Scholarship 2478,State Education Board,Management,Sikkim,Male,All,Muslim,Class 10,Upto 2.5L,50-60,"Rs 20,000/year",11/31,https://scholarships.gov.in,1
Rural Student Scholarship 2479,Zilla Parishad,Biotechnology,Jammu & Kashmir,All,ST,Hindu,Postgraduate,Upto 8L,90-100,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
BPL Student Aid 2480,District Collector Office,Pharmacy,Jharkhand,Female,Minority,Muslim,PhD,Upto 5L,50-60,"Rs 60,000/year",11/28,https://scholarships.gov.in,1
BPL Student Aid 2481,State Education Board,Computer Science,Jammu & Kashmir,All,ST,Christian,PhD,Upto 8L,80-90,"Rs 50,000/year",11/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2482,NGO Foundation,Computer Science,Sikkim,Male,Minority,Sikh,Class 12,Upto 3.5L,80-90,"Rs 10,000/year",9/29,https://scholarships.gov.in,1
Academic Excellence Grant 2483,State Education Board,Management,Kerala,All,ST,Jain,Diploma,Upto 2.5L,Above 60,"Rs 8,000/year",11/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2484,NGO Foundation,Journalism,Bihar,All,ST,Sikh,Diploma,Upto 1L,70-80,"Rs 5,000/year",10/28,https://scholarships.gov.in,1
Academic Excellence Grant 2485,NGO Foundation,Architecture,Jammu & Kashmir,Male,Minority,Christian,Class 12,Upto 5L,70-80,"Rs 15,000/year",9/31,https://scholarships.gov.in,1
Rural Student Scholarship 2486,Trust Fund,Agriculture,Punjab,Female,SC,All,Postgraduate,Upto 2.5L,50-60,"Rs 2,500/year",11/30,https://scholarships.gov.in,1
Rural Student Scholarship 2487,District Collector Office,All,Meghalaya,All,EWS,Sikh,PhD,Upto 2.5L,50-60,"Rs 25,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 2488,Trust Fund,Education,Jharkhand,All,SC,Christian,Postgraduate,Upto 2.5L,60-70,"Rs 2,500/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 2489,State Education Board,Biotechnology,Himachal Pradesh,Male,OBC,Christian,Diploma,Upto 8L,Above 75,"Rs 2,000/year",9/31,https://scholarships.gov.in,1
Rural Student Scholarship 2490,State Education Board,Design,Andhra Pradesh,Female,ST,Muslim,Undergraduate,Upto 8L,90-100,"Rs 12,000/year",12/31,https://scholarships.gov.in,1
BPL Student Aid 2491,NGO Foundation,Medical,Mizoram,All,EWS,All,Postgraduate,No Limit,60-70,"Rs 30,000/year",9/28,https://scholarships.gov.in,1
Academic Excellence Grant 2492,State Education Board,Engineering,Mizoram,All,Minority,All,Diploma,No Limit,70-80,"Rs 10,000/year",10/31,https://scholarships.gov.in,1
Academic Excellence Grant 2493,District Collector Office,Computer Science,Tamil Nadu,Male,SC,All,Class 10,No Limit,Above 60,"Rs 1,000/year",10/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2494,NGO Foundation,Design,Kerala,Female,Minority,Jain,Undergraduate,Upto 8L,50-60,"Rs 1,500/year",9/30,https://scholarships.gov.in,1
District Topper Scholarship 2495,District Collector Office,Education,Assam,Female,OBC,All,Class 12,No Limit,60-70,"Rs 50,000/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2496,NGO Foundation,Arts/Commerce,Kerala,Male,SC,Christian,Postgraduate,Upto 2.5L,50-60,"Rs 50,000/year",11/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 2497,NGO Foundation,Education,Himachal Pradesh,All,Minority,Jain,Class 12,Upto 3.5L,60-70,"Rs 50,000/year",9/30,https://scholarships.gov.in,1
First Generation Learner Award 2498,Trust Fund,Pharmacy,Maharashtra,Male,All,Buddhist,Class 12,Upto 8L,70-80,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2499,District Collector Office,Education,West Bengal,All,EWS,Hindu,Class 12,Upto 1L,80-90,"Rs 1,000/year",12/29,https://scholarships.gov.in,1
District Topper Scholarship 2500,Zilla Parishad,Education,Jammu & Kashmir,Male,Minority,Buddhist,PhD,Upto 2.5L,50-60,"Rs 10,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 2501,State Education Board,Science,Sikkim,Female,OBC,Jain,PhD,Upto 2.5L,Above 75,"Rs 40,000/year",9/29,https://scholarships.gov.in,1
Women in STEM Scholarship 2502,District Collector Office,Agriculture,Chhattisgarh,Female,EWS,Buddhist,Class 12,Upto 8L,70-80,"Rs 35,000/year",12/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2503,Zilla Parishad,Architecture,Kerala,Female,OBC,Sikh,Class 12,Upto 1L,50-60,"Rs 1,500/year",10/30,https://scholarships.gov.in,1
Backward Class Merit Award 2504,State Education Board,Education,Tripura,Male,Minority,Jain,Undergraduate,Upto 5L,80-90,"Rs 8,000/year",9/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2505,District Collector Office,Education,Gujarat,Female,Minority,All,Class 12,Upto 1L,Above 75,"Rs 20,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 2506,NGO Foundation,Management,Jharkhand,All,Minority,Hindu,Undergraduate,Upto 5L,60-70,"Rs 50,000/year",12/28,https://scholarships.gov.in,1
District Topper Scholarship 2507,Trust Fund,Management,Mizoram,Male,EWS,Buddhist,PhD,Upto 1L,50-60,"Rs 6,000/year",10/29,https://scholarships.gov.in,1
District Topper Scholarship 2508,District Collector Office,Architecture,Arunachal Pradesh,Male,ST,Christian,Postgraduate,Upto 3.5L,90-100,"Rs 2,500/year",11/30,https://scholarships.gov.in,1
