name_of_company,college_name,region,year,source,salary
Marvell Semiconductor,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Va Tech Wabag,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Cyberoam Technologies Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Master Card,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Veda Engineering Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Cypress,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Mithi Software,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Versatile Equipments Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Digiapt Software Technologies Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Musco Stampings (Mahindra),Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Vertex Software,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Dlf Utilities Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Manhatten,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Vertisâ Microsystemsâ,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Einfochips Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Must Garments,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Vignet It Solution,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Emtec,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Navin Fluorine International Limited,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Vu Clip,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Fab,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Neeyamo,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Walchand Nagar Industries,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Fiat,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Neilsoft Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Welkin It Services Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Finiq Consulting (India) Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Nelco Water,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Welspun,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Flextronics Technologies India Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Optra Systems,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Wipro (Vlsi),Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Ford,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Oracle Cgbu,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Xoriant,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Future Supply Chain Solutions Ltd,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Oracle (Pgbu),Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Zuari,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Gallup,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
"Oriental Rubber Industries Ltd, Pune",Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
2 Coms Consulting Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018.0,placement_companies.csv,
Stoamigo  International  Llc,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Snowian  Epicure Pvt  Ltd,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Flextronics  Technologies  Pvt.Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Fizdi  Ecommerce  Pvt. Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
It Cube  Solutions Pvt.  Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
System  Consultant  Information  India Pvt.Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Vyom Labs Pvt  Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Discreet  Solution Pvt.  Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Proto  Technology  Solution,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Lcube  Innovations,Bharati Vidyapeeth College of Engineering,Pune,2017.0,placement_companies.csv,
Mphasis,Bharati Vidyapeeth College of Engineering,Pune,2017.0,placement_companies.csv,
Ge,Bharati Vidyapeeth College of Engineering,Pune,2017.0,placement_companies.csv,
Hcl,Bharati Vidyapeeth College of Engineering,Pune,2017.0,placement_companies.csv,
Capco,Bharati Vidyapeeth College of Engineering,Pune,2017.0,placement_companies.csv,
Opulent,Bharati Vidyapeeth College of Engineering,Pune,2017.0,placement_companies.csv,
Idea,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Lobo Staffing  Sol,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Vibrantminds  Trchnologies,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Tech Buzz,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Repair Easysin,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Mirai Health,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Osborne  Pereira,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Kpit,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Ssliddhey,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Profound  Edutech  Pvt.Ltd,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Doodle,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Fashion Design  Institute,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Harman  Connected  Services  Corporation  India Pvt. Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Opulent,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Sancheti  Institute For  Orthopedics  And  Rehabilation,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Pandya And  Daughters,Bharati Vidyapeeth College of Engineering,Pune,2016.0,placement_companies.csv,
Softtech  Engineers  Pvt.Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Gi Staffing  Services  Pvt.Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Yardi,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Tech Mahindra,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
"Teamlease  Service Ltd,",Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Vyshnavi  Information  Technogies Pvt.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Team Lease  Service Limited.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Orient  Technologies,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Amdocs  Development  Center India  Pvt. Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
"Alchemy  Techsol India  Pvt,Ltd.",Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Think Apps,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Phi Empowering  Business,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Atos,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Ba Continuum  India Pvt Ltd,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Chandukaka  Saraf & Sons Pvt  Ltd,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Tibco,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Merajob,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Sqs India Pvt Ltd,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Infosys,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Lionbridge,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Raj,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Savi Software,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Ras Inforays  Techonogies,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Automatic,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Syntel Pvt.Ltd.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Tieto Software  Co.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Eternus  Solution Pvt. L.,Bharati Vidyapeeth College of Engineering,Pune,2015.0,placement_companies.csv,
Morgan Stanley,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Pubmatic,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Ittiam,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Searce,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Avaya,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Varian Med System,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Eq Technologic,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Sokrati,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Symantec,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Amura,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Diebold,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Rakuten,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Musigma,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Zs Associate,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Ideas (Sas),Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Vuclip,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Sap,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Imagination Tech.,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Aci Payment Sys.,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Webonise Lab,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Yardi,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Scale Arc,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Tcs,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Ibm,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Accenture,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
L&T Infotech,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Cybage,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Atos,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Capegemini,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Inautix,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Emphasis,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Sungard,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Persistent,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Tech Mahindra,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Gs Lab,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Ericsson,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Softtech. Engg Pvt Ltd,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Browntape,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Amdocs,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Sg Analytics,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Ellicium,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Cdk Global,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
3Dplm,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Product Dossier,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Content Sphere,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Bakliwal,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Screen Magic,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Quantigious Solution,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Harbinger,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Tudip,Pune Institute of Computer Technology,Pune,2015.0,placement_companies.csv,
Morgan Stanley,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Avaya,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Thought Works,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Eq Technologic,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Ittiam,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Symantec,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Commvault,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Amura,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Praxify,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Rakuten,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Ion Trading,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Finiq,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Veritas,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Techracers,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Yardi,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Hsbc,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Ubisoft,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Accolite,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Diamanti,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Zs Associates,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Tcs,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Accenture,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Inautix,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
L&T,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Infostretch,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Cybage,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Capgemeni,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Persistent,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Softtech,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Atos,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Ibm Gbs,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Proto-Tech,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Wisdmlabs,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Contentsphere,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Opus Consulting,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Audetemi,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Rightsteps,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Whitesnow,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Fis Global,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Amdocs,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Redpanda,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
E-Zest,Pune Institute of Computer Technology,Pune,2016.0,placement_companies.csv,
Avaya,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Ittiam,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Morgan Stanley,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Eq Technologic,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Ubisoft,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Veritas,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Aci Worldwide,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Credit Suisse,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Varian Medical Sys.,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Accolite,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Finiq,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Deutsche Bank,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Mediaocean,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Nice Systems,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Rackware,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Ion Trading,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Cotiviti,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Toshiba,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Clsa,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Barclays,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Omniscient,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Ubs,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Amura,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Rakuten,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Yardi,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Sophos,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Zs Associates,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Raja Software,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Hsbc,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Persistent,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Cutshort,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
ByjuâS,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Siemens,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Techracers,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Cadence Design,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Qtc Digital,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Schlumberger,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Ola,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Paragyte,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Metro Computers,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Reflexis,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Simple Token,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Tcs,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Atos,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Capgemini,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
L&T Infotech,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Accenture,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Cybage,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Johnson Controls,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Continental,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
E-Zest,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Sankey Solution,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Media4U,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Sagitec,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Wisdmlabs,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Opus Consulting,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Redpanda,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Idmission,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Elastic Run,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Tripstack,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Network18,Pune Institute of Computer Technology,Pune,2017.0,placement_companies.csv,
Avaya,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Ittiam,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Credit Suisse,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Deutsche Bank,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Barclays,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Eq Technologic,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Ubs,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Siemens,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Tcs Digital,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Zs Associates,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Aci Worldwide,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Codenation,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Musigma,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Clsa,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Techracers,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Hsbc,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Nice Systems,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Varian Medical Sys.,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Finiq,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Iontrading,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Sagitec,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Rakuten,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Rackware,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Livehealth,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Persistent,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Accolite,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Wissen Technology,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Honeywell,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Yardi,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Schlumberger,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Bizreach,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Mediaocean,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Raja Software Labs,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Amadeus,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Rubique,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Sapient,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Evosys,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Sophos,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Amdocs,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Ryussi Technologies,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Winjit Technologies,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Altimetrik,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Dell Emc,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Tech Mahindra,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Paragyte,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Miniorange,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Jaro Education,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Ubisoft,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Imagination Technologies,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Rtcamp,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Capgemini,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Reflexis,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Cadence Design,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Times Internet,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Shoptimize,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Ecsinfo Solutions,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Cohesity,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Red Panda Pvt. Ltd.,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Tcs Ninja,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Lti,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Atos,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Ibm,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Cybage,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Icertis,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Accenture,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Tata Communications,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Infosys,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Vodafone,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Mithi Software,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Prolifics,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Axis Bank,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Wisdmlabs,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
E-Zest,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Hindustan Times,Pune Institute of Computer Technology,Pune,2018.0,placement_companies.csv,
Zeus,Pillai College of Engineering,Navi Mumbai,2018.0,region_mumbai.csv,
Aditya Birla,Pillai College of Engineering,Navi Mumbai,2018.0,region_mumbai.csv,
Capgemini,Pillai College of Engineering,Navi Mumbai,2018.0,region_mumbai.csv,
Cmclimited,Pillai College of Engineering,Navi Mumbai,2018.0,region_mumbai.csv,
Emco,Pillai College of Engineering,Navi Mumbai,2018.0,region_mumbai.csv,
Gg,Pillai College of Engineering,Navi Mumbai,2018.0,region_mumbai.csv,
