college_name,state,stream,ug_fee,pg_fee,rating,academic_score,placement_score,source,city,college_type
Adamas University,West Bengal,"B.Tech Computer Science and Engineering, B.Sc LLB Hons, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, BA LLB Hons, BBA LLB Hons, B.Com Hons, B.Ed, B.Pharma, B.Sc Biochemistry Major, B.Sc Biotechnology Hons, B.Sc Botany Hons, B.Sc Chemistry Hons, B.Sc Economics Hons, B.Sc Environmental Science Hons, B.Sc Geography Hons, B.Sc Mathematics Hons, B.Sc Microbiology Hons, B.Sc Physics Hons, B.Sc Statistics and Data Analytics Hons, B.Tech Biotechnology, BA Bengali, BA Economics Hons, BA Education Hons, BA English Hons, BA History, BA International Relations Hons, BA Journalism and Mass Communication, BA Political Administration Hons, BA Psychology Hons, BA Public Administration, BA Sociology, BBA Hons, BCA, D.El.Ed, D.Pharma, LLM, M.Com Financial Analysis, M.Sc Applied Mathematics, M.Sc Biochemistry, M.Sc Biochemistry Integrated, M.Sc Biotechnology, M.Sc Botany, M.Sc Botany Integrated, M.Sc Chemistry, M.Sc Chemistry Integrated, M.Sc Economics, M.Sc Environmental Science, M.Sc Geography, M.Sc Geography and Geoinformatics Integrated, M.Sc Mathematics and Computing Integrated, M.Sc Microbiology, M.Sc Microbiology Integrated, M.Sc Physics, M.Sc Physics Integrated, M.Sc Quantitative Finance, M.Sc Tech Applied Chemistry and Material science, M.Sc Tech Applied Electronics and Biomedical Instrumentation, M.Sc Tech Statistics and Data Science, M.Tech Computer Science and Engineering, M.Tech Construction Engineering and Management, M.Tech Electrical Engineering, M.Tech Electronics and Communication Engineering, M.Tech Environmental Engineering, M.Tech Mechanical Engineering, M.Tech Structural Engineering, MA Bengali, MA Economics, MA Education, MA English, MA History, MA International Relations, MA Journalism and Mass Communication, MA Psychology, MA Public Administration, MA Public Policy, MA Sociology, MBA, MCA, PGD in Geoinformatics, Ph.D Bengali Language and Literature, Ph.D Biochemistry, Ph.D Biotechnology, Ph.D Botany, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Commerce, Ph.D Computer Science and Engineering, Ph.D Economics, Ph.D Electrical Engineering, Ph.D Electronics and Communication Engineering, Ph.D English, Ph.D Environmental Science, Ph.D Geography, Ph.D History, Ph.D Journalism and Mass Communication, Ph.D Management, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Microbiology, Ph.D Physics, Ph.D Political Science and Public Administration, Ph.D Psychology, Ph.D Sociology",332156.25,,,,,engineering_india,Kolkata,Private
Sri Krishnadevaraya University College Of Engineering And Technology,Andhra Pradesh,"B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Communication Engineering",293000,,,,,engineering_india,Anantapur,Public/Government
Maharshi Karve Stree Shikshan Samstha Cummins College Of Engineering For Women,Maharashtra,"BE Computer Engineering, BE Electronics and Telecommunication Engineering, BE Mechanical Engineering, BE Computer Engineering Lateral Entry, BE Electronics and Telecommunication Engineering Lateral Entry, BE Mechanical Engineering Lateral Entry",347000,,,,,engineering_india,Nagpur,Private
Ke Society'S Rajarambapu Institute Of Technology,Maharashtra,"B.Tech Computer Engineering, B.Tech Mechanical Engineering, MBA, B.Tech Automobile Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Information Technology, B.Tech Electrical Engineering, B.Tech Electronics and Telecommunication Engineering, Diploma in Automobile Engineering II Shift, Diploma in Civil Engineering II Shift, Diploma in Electrical Engineering II Shift, Diploma in Mechanical Engineering II Shift, M.Tech Design Engineering, M.Tech Structural Engineering, M.Tech Automobile Engineering, M.Tech Computer Science and Engineering, M.Tech Construction and Management, M.Tech Electronics Engineering, M.Tech Embedded System and VLSI Design, M.Tech Manufacturing Engineering, M.Tech Mechanical Engineering, M.Tech Power System and Power Electronics, M.Tech Thermal Engineering, B.Tech Information Technology, BBA, M.Tech CAD CAM, M.Tech Digital System Engineering, M.Tech Mechanical Heat Power Engineering, M.Tech Production Engineering, Ph.D Civil Engineering, Ph.D Electronics Engineering, Ph.D Mechanical Engineering",323136.3636,,3.1,,,engineering_india,Uran Islampur,Private
Ks Institute Of Technology,Karnataka,"BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Telecommunication Engineering, ME Computer Science and Engineering, ME Digital Electronics and Communication Systems, ME Machine Design Engineering",284571.4286,,,,,engineering_india,Bengaluru,Private
Dronacharya Group Of Institutions,Uttar Pradesh,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Information Technology, B.Tech Electronics and Computer Engineering, B.Tech Mechanical Engineering, MBA, B.Tech Electrical and Electronics Engineering, B.Tech Information Technology",305888.8889,,,,,engineering_india,Greater Noida,Private
National Institute Of Aeronautical Engineering Research And Management,Delhi,"Diploma B.Tech Aeronautical Engineering Integrated, B.Tech M.Tech Aeronautical Engineering Integrated, B.Tech MBA Aeronautical Engineering Integrated",395000,,,,,engineering_india,New Delhi,Private
Terna Public Charitable Trust'S Terna Engineering College,Maharashtra,"BE Computer Engineering, BE Electronics and Telecommunication Engineering, BE Mechanical Engineering, BE Civil Engineering, BE Computer Engineering II Shift, BE Electronics Engineering, BE Information Technology, BE Mechatronics Engineering, PGDM Hospital and Health Management, PGDM Marketing and Finance, PGDM Personnel Management and Human Resource Management, PGDM Rural Management, PGDM Sustainability Management, ME Computer Engineering, ME Electronics and Telecommunication Engineering, ME Electronics Engineering, ME Information Technology, Ph.D Electronics and Telecommunication Engineering, Ph.D Electronics Engineering, Ph.D Information Technology",320333.3333,,,,,engineering_india,Navi Mumbai,Private
Lukhdhirji Engineering College,Gujarat,"BE Civil Engineering, BE Electrical Engineering, BE Chemical Engineering, BE Mechanical Engineering, BE Power Electronics Engineering, Diploma in Ceramic Technology, Diploma in Civil Engineering, Diploma in Civil Engineering II Shift, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Electronics and Communication Engineering II Shift, Diploma in Information Technology, Diploma in Information Technology II Shift, Diploma in Mechanical Engineering, Diploma in Mechanical Engineering II Shift, Diploma in Metallurgy Engineering, B.Tech Information Technology, BE Industrial Engineering, BE Production Engineering, Diploma in Ceramic Technology II Shift, Diploma in Electrical Engineering II Shift, ME Power Electronics, ME Power System, ME Water Resource Engineering",4000,,,,,engineering_india,Morbi,Public/Government
Abmsp'S Anantrao Pawar College Of Engineering And Research,Maharashtra,"BE Civil Engineering, BE Computer Engineering, BE Electronics and Telecommunication Engineering, BE Information Technology, BE Mechanical Engineering, ME Civil Environmental Engineering, ME Mechanical Engineering Design",180571.4286,,,,,engineering_india,Pune,Private
Sns College Of Engineering,Tamil Nadu,"BE Mechanical Engineering, BE Civil Engineering, BE Electronics and Communication Engineering, B.Tech Information Technology, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, MBA, MCA, M.Tech Information Technology, ME Computer Science and Engineering, ME Embedded Systems Technologies, ME Manufacturing Engineering, ME Power Electronics and Drives",138750,,3.01,,,engineering_india,Kurumbapalayam,Private
Dr Mahalingam College Of Engineering And Technology,Tamil Nadu,"B.Tech Information Technology, BE Automobile Engineering, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Civil Engineering, BE Electronics and Instrumentation Engineering, BE Mechatronics Engineering, BE Production Engineering, MCA, ME Applied Electronics, ME CAD CAM, ME Communication Systems, ME Computer Science and Engineering, ME Structural Engineering, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Mechanical Engineering",204090.9091,,3.53,,,engineering_india,Coimbatore,Private
Datta Meghe College Of Engineering,Maharashtra,"BE Civil Engineering, BE Computer Engineering, BE Electronics Engineering, BE Chemical Engineering, BE Civil Engineering II Shift, BE Information Technology, BE Information Technology Lateral Entry, BE Mechanical Engineering, BE Mechanical Engineering Lateral Entry, ME Civil Engineering, ME Computer Engineering, ME Electronics and Telecommunication Engineering, ME Mechanical Engineering, Ph.D Computer Engineering, Ph.D Civil Engineering, Ph.D Electronics Engineering, Ph.D Mechanical Engineering",310000,,,,,engineering_india,Navi Mumbai,Private
Swami Vivekanand Subharti University,Uttar Pradesh,"BA LLB, B.Pharma, BDS, BPT, BPT, GNM, MBBS, B.Sc Nursing, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Automobile Engineering, D.Pharma, MBA, D.El.Ed, ANM, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Communication Engineering, B.Tech Information Technology, MCA, Diploma in Dental Mechanic, Post Basic B.Sc Nursing, M.Tech Computer Science and Engineering, M.Tech Cyber Security, M.Tech Environmental Engineering and Management, M.Tech Power Electronics and Drives, M.Tech Production Engineering, M.Tech Radio Frequency and Microwave Engineering, M.Pharma Pharmaceutical Chemistry, MD General Medicine, M.Phil Physical Education, MS General Surgery, M.Pharma Pharmacology, MD Anesthesiology, M.Pharma Pharmaceutics, MDS Conservative Dentistry and Endodontics, MDS Orthodontics and Dentofacial Orthopedics, MDS Periodontics, MDS Prosthodontics, MS Ophthalmology, M.Sc Community Health Nursing, M.Sc Medical Surgical Nursing, M.Sc Obstetrics and Gynaecology Nursing, M.Sc Paediatric Nursing, M.Sc Psychiatric Nursing, MD Pathology, MD Radiodiagnosis, MPT Sports Physiotherapy, MPT Cardiopulmonary Condition, MPT Cardiopulmonary Condition, MPT Neurology, MPT Neurology, MPT Orthopaedics, MPT Orthopedics, MPT Sports Physiotherapy, MS Orthopedics, MD Physiology, MS Obstetrics and Gynecology, MD Anatomy, MD Biochemistry, MD Community Medicine, MD Microbiology, MD Paediatrics, MD Pharmacology, MD Psychiatry, MDS Oral and Maxillofacial Surgery, MDS Paedodontics and Preventive Dentistry, Diploma in Anesthesia, MD Dermatology, MD Pulmonary Medicine, MDS Medicine Diagnosis and Radiology, MDS Oral Pathology and Forensic Dentistry, MS Otorhinolaryngology, MD Forensic Medicine, Advance Diploma in Accommodation Operation and Tourism Management, Advance Diploma in Jewellery Designing, B. Com Hons, B.Com, B.Com Hons, B.Ed, B.El.Ed, B.Lib.I.Sc, B.P.E.S, B.P.Ed, B.Pharma Lateral Entry, B.Sc Animation, B.Sc Biotechnology, B.Sc Botany Hons, B.Sc Chemistry Hons, B.Sc Computer Science, B.Sc Home Science, B.Sc Interior Design, B.Sc Mathematics Hons, B.Sc Physics Hons, B.Sc Textile Design, B.Sc Zoology Hons, B.Sc-Chemistry, Botany and Zoology, B.Sc-Physics, Chemistry and Mathematics, B.Sc-Physics, Statistics and Mathematics, B.Voc Accommodation Operation and Tourism Management, B.Voc Jewellery Designing, BA Journalism and Mass Communication, BBA, BCA, BFA Animation, BFA Applied Arts, BFA Fashion Design, BFA Painting, BFA Sculpture, BHMCT, BJMC, BNYS, BPA, BPT Lateral Entry, Diploma in Accommodation Operation and Tourism Management, Diploma in Animation, Diploma in Early Childhood Care and Education, Diploma in Event Management, Diploma in Fashion Design, Diploma in Food and Beverage Service, Diploma in Food Production and Bakery, Diploma in Guidance and Counselling, Diploma in Jewellery Designing, Diploma in Naturopathy Therapist, Diploma in Painting, Diploma in Performing Arts, Diploma in Sculpture, Diploma in Textile, LLM, LLM Evening, M.Com, M.Com, M.Ed, M.Lib.I.Sc, M.P.Ed, M.Phil Buddhist Studies, M.Phil Education, M.Phil Journalism and Mass Communication, M.Phil Law, M.Phil Library and Information Science, M.Phil Mathematics, M.Phil Zoology, M.Sc Animation, M.Sc Biotechnology, M.Sc Botany, M.Sc Chemistry, M.Sc Dietetics and Food Services Management, M.Sc Food and Nutrition, M.Sc Human Development, M.Sc Mathematics, M.Sc Physics, M.Sc Zoology, MA Buddhist Studies, MA Education, MA Home Science, MA Journalism and Mass Communication, MBA Banking And Finance, MBA Executive, MBA Fashion And Design, MBA General, MBA Hospital Administration, MBA Hotel And Tourism management, MBA Logistics and Supply Chain Management, MBA Retail management, MBA Rural and Agricultural management, MBA Shipping And Logistic, MCA, MFA Fine Arts, MFD, MHMCT, MJMC, MPA, PGD Dietetics and Public Nutrition, PGD Intellectual Property Right, PGD Journalism and Mass Communication, PGD Journalism and Mass Communication, PGD Law, PGD Mass Communication, PGD Yoga, PGDCA, PGDSM, Ph.D Biotechnology, Ph.D Buddhist Studies, Ph.D Chemistry, Ph.D Dental Sciences, Ph.D Education, Ph.D Fine Arts, Ph.D Home Science, Ph.D Hotel Management, Ph.D Law, Ph.D Library and Information Science, Ph.D Performing Arts, Ph.D Pharmaceutical Sciences, Ph.D Physical Education, Ph.D Physics, Ph.D Zoology",812696.4072,,3.08,,,engineering_india,Meerut,Private
Sandip University,Maharashtra,"BA LLB Hons, BBA LLB Hons, M.Sc Botany, M.Sc Chemistry, M.Sc Physics, M.Sc Zoology, B.Pharma, D.Pharma, M.Pharma Pharmaceutical Quality Assurance, M.Pharma Pharmaceutics, B.Com, B.Com Computer Applications, B.Des, B.Sc Chemistry, B.Sc Computer Science, B.Sc Cosmetic Science, B.Sc Fashion Design, B.Sc Mathematics, B.Sc Microbiology, B.Sc Physics, B.Tech Aerospace Engineering, B.Tech AI and Machine Learning Xebia, B.Tech Business Analytics and Optimization, B.Tech Civil Engineering, B.Tech Cloud Technology and Information Security, B.Tech Computer Science and Engineering, B.Tech Cyber Security and Forensic IBM, B.Tech Data Science And Artificial Intelligence CDAC, B.Tech Devops Xebia, B.Tech Electrical and Electronics Engineering, B.Tech Fire Technology and Safety, B.Tech Internet of Things IBM, B.Tech Mechanical Engineering, B.Tech Mobile Computing IBM, BA, BBA, BBA Event Management, BBA Financial Management, BBA Financial Services, BBA Human Resource Management, BBA International Business, BBA Logistics and Supply Chain Management, BBA Marketing Management, BBA Sports Management, BBA Travel and Tourism, BCA, BCA Cloud Technology and Information Security, BFA Animation and VFX, LLB Hons, LLM Business Law, LLM Constitutional Law, LLM Criminal Law, M.Com, M.Com Computer Applications, M.Des, M.Pharma Industrial Pharmacy, M.Sc Cosmetic Science, M.Sc Fashion and Apparel Designing, M.Sc Life Science, M.Sc Mathematics, M.Sc Microbiology, M.Tech Advanced Computing and Data Science, M.Tech Cloud Technology and Information Security ESDS, M.Tech Construction Management, M.Tech Design Engineering, M.Tech Electrical Power Systems, M.Tech Environmental Engineering, M.Tech Structural Engineering, M.Tech Town and Country Planning, M.Tech Transportation Engineering and Palnning, M.Tech Valuation Land Building, M.Tech Valuation Plant and Machinery, MBA, MCA, Ph.D Beauty Cosmetology, Ph.D Botany, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science and Application, Ph.D Computer Science and Engineering, Ph.D Electrical Engineering, Ph.D Law, Ph.D Management Studies, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Microbiology, Ph.D Pharmaceutical Sciences, Ph.D Physics",262037.5,,,,,engineering_india,Nashik,Private
Nalla Malla Reddy Engineering College,Telangana,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical and Electronics Engineering, MBA, M.Tech CAD CAM Engineering, M.Tech Computer Networks and Information Security, M.Tech Electrical Power Engineering, M.Tech VLSI Systems Design",201600,,3.05,,,engineering_india,Hyderabad,Private
Priyadarshini College Of Engineering,Maharashtra,"BE Mechanical Engineering, BE Computer Technology, BE Electrical Engineering, BE Electronics and Telecommunication Engineering, BE Aeronautical Engineering, BE Civil Engineering, BE Electronics and Telecommunication Engineering Lateral Entry, BE Electronics Engineering, BE Information Technology, BE Mechanical Engineering II Shift, BE Mechanical Engineering Lateral Entry, M.Tech Mechanical Engineering Design, M.Tech Communication Engineering, M.Tech Industrial Drives and Control, M.Tech VLSI, ME Wireless Communication and Computing, Ph.D Electrical Engineering, Ph.D Electronics and Telecommunication Engineering, Ph.D Electronics Engineering, Ph.D Mechanical Engineering",331714.2857,,,,,engineering_india,Nagpur,Private
Srinivas Institute Of Technology,Karnataka,"BE Mechanical Engineering, BE Computer Science and Engineering, BE Electronics and Communication Engineering, MBA, B.Arch, BE Aeronautical Engineering, BE Automobile Engineering, BE Electrical and Electronics Engineering, BE Information Science and Engineering, BE Marine Engineering, MCA, ME Computer Science and Engineering, ME Digital Electronics, ME Industrial Automation and Robotics, BE Computer Science and Engineering II Shift, BE Mechanical Engineering II Shift, BE Nano Technology, Ph.D Business Administration, Ph.D Chemistry, Ph.D Computer Applications, Ph.D Mechanical Engineering, Ph.D Physics",314076.9231,,,,,engineering_india,Arkula,Private
Nshm Knowledge Campus,West Bengal,"Bachelor in Hotel Management and Catering Technology, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, Diploma in Civil Engineering, Diploma in Mechanical Engineering, MBA, M.Tech Electronics and Communication Engineering, Bachelor in Optometry, BBA, BBA Hospital Management, BCA, BHM, BTTM, M.Sc Computer Science, MHA",294000,,,,,engineering_india,Arra,Private
Jyothy Institute Of Technology,Karnataka,"BE Civil Engineering, BE Computer Science Engineering, BE Electronics and Communication Engineering, BE Information Science and Engineering, BE Mechanical Engineering",238000,,,,,engineering_india,Bengaluru,Private
Central University Of Rajasthan,Rajasthan,"MBA, M.Pharma Pharmaceutical Chemistry, M.Sc B.Ed Chemistry Integrated, M.Sc Physics, M.Com, M.Sc Chemistry, M.Sc Digital Society, M.Voc Fired Material Specialization, M.Voc Hard Material Specialization, M.Voc Soft Material Specialization, MA Culture and Media Studies, PG Diploma in Media Writing and Digital Communication, M.Arch Sustainable Architecture, M.Tech Computer Science and Engineering, M.Tech Cyber Physical Systems, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, M.Pharma Pharmaceutics, M.Sc Sports Psychology, Ph.D Architecture, B.Voc Interior Design, B.Voc M.Voc with CFPD Fired Material Specialisation, B.Voc M.Voc with CFPD Hard Material Specialisation, B.Voc M.Voc with CFPD Soft Material Specialisation, B.Voc with CFPD in Fashion Design, B.Voc with CFPD in Fired Material Design, B.Voc with CFPD in Hard Material Design, B.Voc with CFPD in Soft Material Design, M.Sc and B.Ed Economics Integrated, M.Sc and B.Ed Mathematics Integrated, M.Sc and B.Ed Physics Integrated, M.Sc Atmospheric Science, M.Sc Big Data Analytics, M.Sc Biochemistry, M.Sc Biochemistry Integrated, M.Sc Biotechnology, M.Sc Biotechnology Integrated, M.Sc Chemistry Integrated, M.Sc Computer Science, M.Sc Computer Science Integrated, M.Sc Environmental Science, M.Sc Environmental Science Integrated, M.Sc Mathematics, M.Sc Mathematics Integrated, M.Sc Microbiology, M.Sc Microbiology Integrated, M.Sc Physics Integrated, M.Sc Sports Biochemistry, M.Sc Sports Biomechanics, M.Sc Sports Nutrition, M.Sc Sports Physiology, M.Sc Statistics, M.Sc Statistics Integrated, M.Sc Yoga Therapy, MA Cultural Informatics, MA Economics, MA Economics Integrated, MA English, MA Hindi, MA Public Policy Law and Governance, MA Social Work, MA Statistics Actuarial Science, Ph.D Atmospheric Science, Ph.D Biochemistry, Ph.D Biotechnology, Ph.D Chemistry, Ph.D Commerce, Ph.D Computer Science, Ph.D Computer Science and Engineering, Ph.D Culture and Media Studies, Ph.D Economics, Ph.D Education, Ph.D English, Ph.D Environmental Science, Ph.D Hindi, Ph.D Management, Ph.D Mathematics, Ph.D Microbiology, Ph.D Pharmacy, Ph.D Physics, Ph.D Public Policy, Law and Governance, Ph.D Social Work, Ph.D Statistics",116623.038,,3.01,,,engineering_india,Bandar Sindri,Public/Government
Sri Dharmasthala Manjunatheshwara Institute Of Technology,Karnataka,"BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Civil Engineering, BE Electrical and Electronics Engineering, BE Information Science and Engineering, BE Mechanical Engineering",260000,,,,,engineering_india,Ujire,Private
Brainware Group Of Institutions,West Bengal,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, MBA, M.Tech Electronics and Communication Engineering",323428.5714,,,,,engineering_india,Kolkata,Private
Quantum School Of Technology,Uttarakhand,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechatronics Engineering, B.Tech Petroleum Engineering, Diploma in Civil Engineering, Diploma in Computer Science Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, B.Tech Information Technology, Diploma in Automobile Engineering, MBA, M.Tech Computer Science and Engineering, M.Tech Manufacturing Process, M.Tech Digital Communication, B.Sc Information Technology, B.Tech Computer Science and Engineering with Specialisation in AI and Machine Learning in Collaboration with Xebia Hons, B.Tech Computer Science and Engineering with Specialisation in Cloud Computing Hons, B.Tech Computer Science and Engineering with Specialisation in Cyber Security in Collaboration with Quick Heal Academy Hons, B.Tech Computer Science and Engineering with Specialisation in IOT and Intelligent Systems Hons, B.Tech Electrical Engineering with Specialisation in Electric Vehicle Technology Hons, B.Tech MBA Integrated, B.Tech Mechatronics Engineering with Specialisation in Robotics in Collaboration with APS Gmbh Germany Hons, BCA",344275.8621,,,,,engineering_india,Roorkee,Private
Gateway Institute Of Engineering And Technology,Haryana,"B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, Diploma in Civil Engineering, Diploma in Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering",250333.3333,,,,,engineering_india,Sonipat,Private
Annasaheb Dange College Of Engineering And Technology,Maharashtra,"BE Mechanical Engineering, BE Electrical Engineering, BE Aeronautical Engineering, BE Automobile Engineering, BE Civil Engineering, BE Computer Science and Engineering, BE Electronics and Telecommunication Engineering, BE Food Technology, BE Mechanical Engineering II Shift, ME Computer Science and Engineering, ME Design Engineering II Shift, ME Electrical Power System, ME Electronics and Telecommunication Engineering, ME Structural Engineering II Shift",266000,,3.01,,,engineering_india,Ashta,Private
Tolani Maritime Institute,Maharashtra,"B.Sc Nautical Science, B.Tech Marine Engineering, M.Sc Marine Engineering",424000,,,,,engineering_india,Mumbai,Private
Ahmedabad Institute Of Technology,Gujarat,"B.Tech Civil Engineering, B.Tech Computer Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering II Shift, MBA, B.Tech Automobile Engineering, B.Tech Computer Engineering Lateral Entry II Shift, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Information Technology, B.Tech Mechanical Engineering Lateral Entry, M.Tech Electrical Engineering, M.Tech Mechanical Engineering",227384.6154,,,,,engineering_india,Ahmedabad,Private
Indian Institute Of Technology Dharwad,Karnataka,"B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, MS Electrical Engineering, MS Mechanical Engineering, Ph.D Computer Science and Engineering, Ph.D Electrical Engineering, Ph.D Mechanical Engineering",542760,,,,,engineering_india,Dharwad,Public/Government
United Institute Of Technology,Uttar Pradesh,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electrical Engineering, B.Tech Information Technology, M.Tech Computer Science and Engineering, M.Tech Electronics and Communication Engineering",438111.1111,,,,,engineering_india,Allahabad,Private
Indira College Of Engineering And Management,Maharashtra,"BE Computer Engineering, BE Mechanical Engineering, BE Civil Engineering, BE Mechanical Engineering Sandwich Pattern, MBA, MCA, ME Communication Networks, ME Computer Engineering, ME Heat Power Engineering, BE Electronics and Telecommunication Engineering",322500,,,,,engineering_india,Pune,Private
College Of Engineering Roorkee,Uttarakhand,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Telecommunication Engineering, B.Tech Mechanical Engineering, MBA, B.Tech Information Technology, B.Com Computerized Financial Accounting, B.Tech Plastic and Polymer Engineering, BBA, BCA, MCA, M.Tech Computer Science and Engineering, M.Tech Mechanical Engineering",397750,,,,,engineering_india,Roorkee,Private
World College Of Technology And Management,Haryana,"B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, MBA, MCA, B.Tech Automobile Engineering, B.Tech Electrical Engineering, B.Tech Information Technology, M.Tech Civil Engineering, M.Tech Computer Science and Engineering, M.Tech Electronics and Communication Engineering, M.Tech Mechanical Engineering, M.Tech Software Engineering, BBA, BCA",230062.5,,,,,engineering_india,Farukh Nagar,Private
Loyola Institute Of Technology,Tamil Nadu,"BE Mechanical Engineering, BE Electronics and Communications Engineering, BE Civil Engineering, B.Tech Information Technology, BE Computer Science and Engineering, BE Electrical and Electronics Engineering, MBA, MCA, ME Communication Systems, ME Computer Aided Design, ME Power Electronics and Drives",138750,,,,,engineering_india,Chennai,Private
Lingaya'S Vidyapeeth,Haryana,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, LLB, MBA, B.Ed, BA LLB Integrated, B.Pharma, B.Tech Civil Engineering, B.Tech Computer and Electronics Engineering, B.Tech Mechanical and Automobile Engineering, B.Tech Mechanical Engineering with Specialization in Automobile Engineering, BBA LLB Integrated, D.Pharma, Diploma in Dialysis, Diploma in Emergency Medical Care Technology, Diploma in Medical Imaging Technology, Diploma in Medical Lab Technology, Diploma in Multipurpose Health Worker, Diploma in Operation Theatre Technology, MBA Hospital Management, BAMS, BHMS, BNYS, M.Ed, B.Arch, B.Com Hons, B.Sc Chemistry Hons, B.Sc Computer Science, B.Sc Mathematics Hons, B.Sc Physics Hons, B.Tech Computer Science and Engineering in Collaboration with APPLE, B.Tech Electronics and Communication Engineering in Collaboration with Huawei, BA Economics, BA English, BA English Hons, BA Film and Television Production, BA History, BA Journalism and Mass Communication, BA Political Science, BA Sociology, BBA, BCA, MA Education, MA Hindi, MA History, MA Political Science, MA Sociology, MBA Finance Management, MBA Human Resource Management, MBA International Business Management, MBA Marketing Management, MCA, MCA Lateral Entry, B.Tech Computer Science and Engineering Lateral Entry, B.Tech Mechanical Engineering Lateral Entry, B.Sc Geology Hons, B.Voc Construction Technology, B.Voc Consumer Electronics, B.Voc Interior Design, B.Voc Mobile Communications, B.Voc Power Engineering, B.Voc Refrigeration and Air Conditioning, B.Voc Software Development, M.Arch, M.Plan, BBA and MBA Integrated, M.Com, M.Tech Civil Engineering, M.Tech Computer Science and Engineering, M.Tech Electronics and Communication Engineering, M.Tech Mechanical Engineering, B.Tech Electrical and Electronics Engineering Lateral Entry, B.Tech Electronics and Communication Engineering Lateral Entry, B.Tech Mechanical Automobile Engineering Lateral Entry, M.Sc Chemistry, M.Sc Mathematics, M.Sc Physics, M.Tech Electrical and Electronics Engineering, MA English, MA Journalism and Mass Communication, B.Tech Civil Engineering Lateral Entry, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Education, Ph.D Electrical and Communication Engineering, Ph.D Electrical and Electronics Engineering, Ph.D English, Ph.D Management, Ph.D Mass Communication, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Physics",306299.1803,,2.42,,,engineering_india,Faridabad,Private
