job_title,education_level,years_experience,salary,country,company,location,job_roles
Backend Developer,,,300000.0,,MacHavior,Pune,
Backend Developer,,,828000.0,,Intensel,Pune,
Backend Developer,,,400000.0,,National Institute of Open Schooling,Pune,
Backend Developer,,,372000.0,,no,Pune,
Backend Developer - Intern,,,348000.0,,The DataTech Labs,Pune,
Backend Developer,,,400000.0,,Zenwise Technologies,Pune,
Backend Developer,,,1200000.0,,BHS Corrugated Maschinen- und Anlagenbau,Pune,
Backend Developer,,,360000.0,,Marks Software Solutions,Pune,
Senior Analyst Backend Developer,,,400000.0,,BNY Mellon,Pune,
Senior Backend Developer,,,200000.0,,BNY Mellon,Pune,
Lead Backend Developer,,,1900000.0,,BNY Mellon,Pune,
Sde-1 Backend Developer,,,1900000.0,,MindTickle,Pune,
"Software Engineer, Backend - Intern",,,500000.0,,Shubh Loans,Pune,
"Software Engineer, Backend - Intern",,,168000.0,,Solytics Partners,Pune,
"Software Engineer, Backend",,,3000000.0,,Slack,Pune,
"Software Engineer, Backend",,,200000.0,,Scalent Infotech,Pune,
"Software Engineer, Backend",,,700000.0,,Goldman Marketing Group,Pune,
Software Engineer - Backend,,,700000.0,,GeoSpoc,Pune,
Software Backend Developer,,,500000.0,,Datametica,Pune,
Senior Backend Developer,,,972000.0,,iProgrammer,Pune,
Senior Backend Developer,,,1800000.0,,AppZen,Pune,
Senior Backend Developer,,,1200000.0,,Railz,Pune,
Senior Backend Developer,,,400000.0,,The Delta Group of Companies,Pune,
Junior Backend Developer - Intern,,,144000.0,,Sokrati,Pune,
Junior Backend Developer,,,500000.0,,ThinkBridge,Pune,
Backend Engineer,,,288000.0,,EMPLOYERS,Pune,
Backend Engineer,,,1100000.0,,Innoplexus,Pune,
Backend Engineer,,,300000.0,,Abcdefg Naming Agency,Pune,
Backend Engineer,,,900000.0,,Cavista Technology,Pune,
Backend Engineer,,,1000000.0,,Scalent Infotech,Pune,
Backend Engineer,,,700000.0,,Classcard,Pune,
Backend Engineer,,,700000.0,,Anaha Healthtech,Pune,
Backend Engineer,,,500000.0,,EDGENeural.ai,Pune,
Senior Backend Software Engineer,,,2200000.0,,BNY Mellon,Pune,
Senior Backend Software Engineer,,,200000.0,,Appristine,Pune,
Senior Backend Engineer,,,800000.0,,Repos Energy,Pune,
Java Backend Developer,,,312000.0,,Infosys,Pune,
Backend Web Developer,,,312000.0,,iodParts,Pune,
Nodejs Backend Developer,,,300000.0,,Eitot Technologies,Pune,
Sr Backend Software Engineer,,,700000.0,,Sokrati,Pune,
Sr Backend Software Engineer,,,700000.0,,Merkle,Pune,
Java Backend Developer (),,,900000.0,,Infosys,Pune,
Java Backend Developer (),,,400000.0,,Vodafone,Pune,
Backend Process,,,192000.0,,Tata Motors,Pune,
Backend Process,,,120000.0,,Fresherworld.com,Pune,
Backend Process,,,400000.0,,Capita,Pune,
Backend Process,,,200000.0,,FedEx,Pune,
Backend Process,,,252000.0,,Cashier Live,Pune,
Backend Process,,,336000.0,,Future Lifestyle Fashions,Pune,
Backend Process,,,228000.0,,Cloud Console,Pune,
Backend Process,,,400000.0,,Kalp Technologies,Pune,
Senior Java Backend Developer,,,1100000.0,,Atos-Syntel,Pune,
Sde-2 Backend,,,3100000.0,,MindTickle,Pune,
Jr Backend Developer,,,216000.0,,Codewalla,Pune,
Backend Executive,,,156000.0,,DBS Mintek,Pune,
Lead Backend Engineer,,,500000.0,,Geexu,Pune,
Software Developer (Backend Node Js),,,372000.0,,Belagam.com,Pune,
Backend Support Executive,,,300000.0,,EarlySalary.com,Pune,
Backend Executive & Supporting Staff,,,96000.0,,Back Office,Pune,
Backend Developer,,,800000.0,,Delhivery,New Delhi,
Backend Developer,,,300000.0,,Collegedunia,New Delhi,
Backend Developer,,,100000.0,,Grappus,New Delhi,
Backend Developer,,,300000.0,,Tata Consultancy Services,New Delhi,
Backend Developer,,,1200000.0,,Bharti Airtel,New Delhi,
Backend Developer,,,1000000.0,,Times Internet,New Delhi,
Backend Developer,,,120000.0,,Antino Labs,New Delhi,
Backend Developer,,,400000.0,,Paytm,New Delhi,
Backend Developer,,,360000.0,,Fluper,New Delhi,
Backend Developer,,,900000.0,,FieldAssist,New Delhi,
Backend Developer,,,300000.0,,GoKwik,New Delhi,
Backend Developer,,,200000.0,,Nagarro,New Delhi,
Backend Developer,,,168000.0,,EMPLOYERS,New Delhi,
Backend Developer,,,348000.0,,Fresher,New Delhi,
Backend Developer,,,900000.0,,GreyOrange,New Delhi,
Backend Developer,,,192000.0,,OodlesTechnologies,New Delhi,
Backend Developer,,,600000.0,,Appinventiv,New Delhi,
Backend Developer,,,384000.0,,Edfora,New Delhi,
Backend Developer,,,900000.0,,Leena AI,New Delhi,
Backend Developer,,,228000.0,,J&F,New Delhi,
Backend Developer,,,1400000.0,,Fleetx,New Delhi,
Backend Developer,,,300000.0,,BACKEND,New Delhi,
Backend Developer,,,400000.0,,ParallelDots,New Delhi,
Backend Developer,,,900000.0,,Adloid,New Delhi,
Backend Developer,,,500000.0,,GoPaisa,New Delhi,
Backend Developer - Intern,,,60000.0,,CreateBytes,New Delhi,
Backend Developer,,,400000.0,,Staqu Technologies,New Delhi,
Backend Developer - Intern,,,180000.0,,Hans Matrimony,New Delhi,
Backend Developer,,,180000.0,,Lake George Fire Department,New Delhi,
Backend Developer,,,360000.0,,Compare Munafa,New Delhi,
Backend Developer - Intern,,,120000.0,,DigiLocker,New Delhi,
Backend Developer,,,500000.0,,Quoality,New Delhi,
Backend Developer - Intern,,,336000.0,,Tata Consultancy Services,New Delhi,
Backend Developer,,,792000.0,,Cognizant Technology Solutions,New Delhi,
Backend Developer,,,500000.0,,Accenture,New Delhi,
Backend Developer,,,2600000.0,,Amazon,New Delhi,
Backend Developer,,,516000.0,,HCL Technologies,New Delhi,
Backend Developer,,,800000.0,,EY,New Delhi,
Backend Developer,,,228000.0,,ICICI Bank,New Delhi,
Backend Developer - Intern,,,500000.0,,LTI,New Delhi,
Backend Developer - Intern,,,1000000.0,,First Student,New Delhi,
Backend Developer,,,1000000.0,,ABC,New Delhi,
Backend Developer,,,1000000.0,,Google,New Delhi,
Backend Developer,,,400000.0,,Freelancer,New Delhi,
Backend Developer,,,500000.0,,Capgemini Engineering,New Delhi,
Backend Developer,,,288000.0,,DONE by NONE,New Delhi,
Backend Developer,,,924000.0,,Self Opportunity,New Delhi,
Backend Developer,,,300000.0,,Anonymous Content,New Delhi,
Backend Developer,,,2400000.0,,Anonymous,New Delhi,
Backend Developer,,,228000.0,,Anonymous,New Delhi,
Backend Developer,,,700000.0,,IndiaMART,New Delhi,
Backend Developer,,,1152000.0,,XYZ (Turkey),New Delhi,
Backend Developer - Intern,,,324000.0,,Delhivery,New Delhi,
Backend Developer,,,700000.0,,Samsung R&D Institute India - Noida,New Delhi,
Backend Developer,,,168000.0,,IGT Solutions,New Delhi,
Backend Developer,,,240000.0,,Optum Global Solutions,New Delhi,
Backend Developer,,,912000.0,,no/one,New Delhi,
Backend Developer,,,588000.0,,no/one,New Delhi,
Backend Developer,,,200000.0,,Cvent,New Delhi,
Backend Developer,,,900000.0,,Axtria,New Delhi,
Backend Developer,,,300000.0,,NeoSOFT,New Delhi,
Backend Developer,,,1000000.0,,CARS24.com,New Delhi,
Backend Developer - Intern,,,312000.0,,Collegedunia,New Delhi,
Backend Developer,,,408000.0,,Fresher Than Fresh,New Delhi,
Backend Developer,,,1500000.0,,Innovaccer,New Delhi,
Backend Developer - Intern,,,408000.0,,Innovaccer,New Delhi,
Backend Developer,,,400000.0,,Raja Software Labs,New Delhi,
Backend Developer,,,500000.0,,test,New Delhi,
Backend Developer,,,288000.0,,OPPO,New Delhi,
Backend Developer Contractor,,,1152000.0,,None of Your Business Boutique,New Delhi,
Backend Developer,,,420000.0,,CRMnext,New Delhi,
Backend Developer,,,300000.0,,Megha Engineering and Infrastructure,New Delhi,
Backend Developer,,,300000.0,,Cavisson Systems,New Delhi,
Backend Developer,,,1300000.0,,Camp K-12,New Delhi,
Backend Developer,,,456000.0,,Pristyn Care,New Delhi,
Backend Developer,,,300000.0,,CodeClouds,New Delhi,
Backend Developer,,,1000000.0,,Stanza Living,New Delhi,
Backend Developer,,,800000.0,,Josh Technology Group,New Delhi,
Backend Developer - Intern,,,180000.0,,Wingify,New Delhi,
Backend Developer,,,1800000.0,,Wingify,New Delhi,
Backend Developer,,,500000.0,,Mobikwik,New Delhi,
Backend Developer,,,600000.0,,magicpin,New Delhi,
Backend Developer,,,372000.0,,Unthinkable,New Delhi,
Backend Developer,,,864000.0,,Spinny,New Delhi,
Backend Developer - Intern,,,288000.0,,Spinny,New Delhi,
Backend Developer - Intern,,,300000.0,,Classplus,New Delhi,
Backend Developer - Intern,,,84000.0,,Fynd,New Delhi,
Backend Developer,,,144000.0,,Globiva Services,New Delhi,
Backend Developer,,,300000.0,,Provana,New Delhi,
Backend Developer,,,2200000.0,,91springboard,New Delhi,
Backend Developer,,,600000.0,,Shivam Infotech,New Delhi,
Backend Developer,,,900000.0,,SquadStack,New Delhi,
Backend Developer,,,800000.0,,LIBSYS (India),New Delhi,
Backend Developer,,,348000.0,,InnovationM,New Delhi,
Backend Developer,,,1600000.0,,MyOperator,New Delhi,
Backend Developer,,,468000.0,,Techolution,New Delhi,
Backend Developer,,,252000.0,,Centilytics,New Delhi,
Backend Developer - Intern,,,96000.0,,Credence Analytics,New Delhi,
Backend Developer - Intern,,,180000.0,,INDmoney,New Delhi,
Backend Developer - Intern,,,300000.0,,Aditya Enterprises,New Delhi,
Backend Developer - Intern,,,348000.0,,Focus Energy,New Delhi,
Backend Developer,,,360000.0,,Tarang,New Delhi,
Backend Developer,,,768000.0,,Ziploan,New Delhi,
Backend Developer,,,1300000.0,,DotPe,New Delhi,
Backend Developer,,,288000.0,,Mobulous Technologies,New Delhi,
Backend Developer,,,500000.0,,Applicate,New Delhi,
Backend Developer,,,400000.0,,Clavax Technologies,New Delhi,
Backend Developer - Intern,,,1000000.0,,Atlan,New Delhi,
Backend Developer - Intern,,,144000.0,,Intugine Technologies,New Delhi,
Backend Developer,,,700000.0,,Zenatix,New Delhi,
Backend Developer - Intern,,,144000.0,,Grappus,New Delhi,
Backend Developer - Intern,,,240000.0,,Bobble Keyboard,New Delhi,
Backend Developer,,,432000.0,,Enco Engineers Combine,New Delhi,
Backend Developer - Intern,,,500000.0,,Avinashi Systems,New Delhi,
Backend Developer,,,336000.0,,WebMobril Technologies,New Delhi,
Backend Developer,,,500000.0,,Crownstack,New Delhi,
Backend Developer,,,500000.0,,Nikhil Analytics,New Delhi,
Backend Developer,,,700000.0,,GoBOLT,New Delhi,
Backend Developer,,,324000.0,,Country Delight,New Delhi,
Backend Developer,,,700000.0,,Zimyo Consulting,New Delhi,
Backend Developer - Intern,,,120000.0,,BuildSupply,New Delhi,
Backend Developer,,,636000.0,,Outbooks,New Delhi,
Backend Developer - Intern,,,400000.0,,Dhwaniris,New Delhi,
Backend Developer,,,348000.0,,ParallelDots,New Delhi,
Backend Developer - Intern,,,200000.0,,Redcliffe Life Tech,New Delhi,
Backend Developer,,,468000.0,,Sandy,New Delhi,
Backend Developer - Intern,,,228000.0,,Semusi,New Delhi,
Backend Developer,,,252000.0,,Shweta Group,New Delhi,
Backend Developer - Intern,,,120000.0,,ANScommerce,New Delhi,
Backend Developer,,,300000.0,,Semusi,New Delhi,
Backend Developer - Intern,,,180000.0,,FlexiEle Consulting,New Delhi,
Backend Developer,,,732000.0,,Games91,New Delhi,
Backend Developer,,,228000.0,,Auxesis Infotech,New Delhi,
Backend Developer - Intern,,,96000.0,,Capital Trust,New Delhi,
Backend Developer,,,700000.0,,QuillHash,New Delhi,
Backend Developer,,,108000.0,,Teleone,New Delhi,
Backend Developer,,,2100000.0,,Roadzen,New Delhi,
Backend Developer,,,400000.0,,Les Transformations,New Delhi,
Backend Developer,,,636000.0,,Quantum IT Innovation,New Delhi,
Backend Developer,,,480000.0,,Farzi Engineer,New Delhi,
Backend Developer,,,600000.0,,Taikisha Engineering India,New Delhi,
Backend Developer,,,100000.0,,Power Home Remodeling,New Delhi,
Backend Developer,,,400000.0,,Credicxo,New Delhi,
Backend Developer,,,168000.0,,SAIF,New Delhi,
Backend Developer,,,1200000.0,,Primedigital Global,New Delhi,
Backend Developer - Intern,,,180000.0,,Credicxo,New Delhi,
Backend Developer,,,200000.0,,Excellence Technosoft,New Delhi,
Backend Developer,,,600000.0,,Flexing It,New Delhi,
Backend Developer,,,400000.0,,o2one Labs,New Delhi,
Backend Developer,,,300000.0,,StartXLabs,New Delhi,
Backend Developer - Intern,,,96000.0,,Startwithgenesis,New Delhi,
Backend Developer - Intern,,,120000.0,,Kylo Apps,New Delhi,
Backend Developer,,,144000.0,,ECS Limited,New Delhi,
Backend Developer,,,216000.0,,StartXLabs,New Delhi,
Backend Developer,,,500000.0,,Hie HQ,New Delhi,
Backend Developer,,,200000.0,,EzySchooling,New Delhi,
Backend Developer - Intern,,,192000.0,,Dror (India),New Delhi,
Backend Developer,,,2200000.0,,ETMONEY,New Delhi,
Backend Developer,,,700000.0,,Dror (India),New Delhi,
Backend Developer - Intern,,,168000.0,,Hapramp,New Delhi,
Backend Developer,,,1000000.0,,Fyp,New Delhi,
Backend Developer,,,500000.0,,Kite (New Delhi),New Delhi,
Backend Developer,,,804000.0,,Sikarwar Softwares,New Delhi,
Backend Developer,,,400000.0,,IoT83,New Delhi,
Backend Developer,,,1200000.0,,Evolphin Software,New Delhi,
Backend Developer,,,400000.0,,Ankur Seeds,New Delhi,
Backend Developer,,,180000.0,,Experience Works,New Delhi,
Backend Developer,,,600000.0,,Trainman,New Delhi,
Backend Developer,,,1500000.0,,Green agrevolution,New Delhi,
Backend Developer,,,132000.0,,FellaFeeds,New Delhi,
Backend Developer,,,202752.0,,RealNetworks,New Delhi,
Backend Developer,,,700000.0,,Cronycle,New Delhi,
Backend Developer,,,300000.0,,NxtLife Technologies,New Delhi,
Backend Developer - Intern,,,168000.0,,Pixpa,New Delhi,
Backend Developer,,,600000.0,,GamingMonk,New Delhi,
Backend Developer - Intern,,,36000.0,,TechoKids,New Delhi,
Backend Developer,,,400000.0,,KickHead,New Delhi,
Backend Developer,,,456000.0,,ZinEdu,New Delhi,
Backend Developer,,,500000.0,,S. K Enterprises,New Delhi,
Backend Developer,,,564000.0,,RaRa Delivery,New Delhi,
Backend Developer,,,600000.0,,Mylo (IN),New Delhi,
Backend Developer - Intern,,,60000.0,,Zopnik,New Delhi,
Backend Developer,,,228000.0,,CodeYeti,New Delhi,
Backend Developer,,,504000.0,,Zopnik,New Delhi,
Backend Developer,,,400000.0,,Zerone Microsystems,New Delhi,
Backend Developer,,,1200000.0,,Easy Eat,New Delhi,
Backend Developer,,,500000.0,,Trident Analytical Solutions,New Delhi,
Backend Developer,,,348000.0,,Techtonic (India),New Delhi,
Backend Developer,,,500000.0,,Eoraa & Co.,New Delhi,
Backend Developer,,,200000.0,,The Integrity Webs,New Delhi,
Backend Developer - Intern,,,132000.0,,Namasys,New Delhi,
Backend Developer,,,300000.0,,Eigen (India),New Delhi,
Backend Developer - Intern,,,96000.0,,DKG Labs,New Delhi,
Backend Developer - Intern,,,72000.0,,Global Free School,New Delhi,
Backend Developer,,,312000.0,,Foundation Financial Group,New Delhi,
Backend Developer,,,1100000.0,,Meme Chat,New Delhi,
Backend Developer,,,540000.0,,Vserve Pro-techt,New Delhi,
Backend Developer,,,360000.0,,Mindful Machine,New Delhi,
Backend Developer,,,300000.0,,SkillBox,New Delhi,
Backend Developer,,,200000.0,,Vyorius,New Delhi,
Backend Developer,,,100000.0,,Kosh,New Delhi,
Backend Developer,,,300000.0,,Flexi Salary,New Delhi,
Backend Developer,,,400000.0,,Clay Tech,New Delhi,
Backend Developer,,,600000.0,,PredictiVu,New Delhi,
Backend Developer,,,700000.0,,John Hancock,New Delhi,
Backend Developer,,,600000.0,,Solomofy Technology,New Delhi,
Backend Developer,,,400000.0,,Zivost Technologies,New Delhi,
Backend Developer,,,336000.0,,Ouctus,New Delhi,
Backend Developer,,,300000.0,,AdSparkx Media,New Delhi,
Backend Developer,,,200000.0,,Secugile,New Delhi,
Backend Developer,,,288000.0,,Splice Global Services,New Delhi,
Backend Developer,,,144000.0,,Extraclass,New Delhi,
Backend Developer - Intern,,,132000.0,,Bikat Adventures,New Delhi,
Backend Developer - Intern,,,300000.0,,BOCS,New Delhi,
Backend Developer,,,900000.0,,Zast Logisolutions,New Delhi,
Backend Developer,,,400000.0,,Xam idea,New Delhi,
Backend Developer,,,400000.0,,Emvento Technologies,New Delhi,
Backend Developer - Intern,,,900000.0,,TNine Solutions,New Delhi,
Backend Developer - Intern,,,100000.0,,Vkarma Edutech,New Delhi,
Backend Developer,,,400000.0,,GoodSpace,New Delhi,
Backend Developer - Intern,,,120000.0,,Veratech Intelligence,New Delhi,
Backend Developer - Intern,,,336000.0,,Ipaytotal,New Delhi,
Backend Developer,,,700000.0,,Quor,New Delhi,
Backend Developer,,,700000.0,,Bizzeonline,New Delhi,
Backend Developer,,,1000000.0,,In a Nutshell,New Delhi,
Backend Developer,,,348000.0,,Alyssum Global Services,New Delhi,
Backend Developer,,,400000.0,,Solpoo,New Delhi,
Backend Developer,,,600000.0,,The Grey Parrots,New Delhi,
Backend Developer,,,500000.0,,mTraker,New Delhi,
Backend Developer - Intern,,,120000.0,,Lithionics Battery,New Delhi,
Backend Developer,,,1000000.0,,S2code Technology,New Delhi,
Backend Developer - Intern,,,29568.0,,qwertyqwerty,New Delhi,
Backend Developer,,,360000.0,,Bvm Model School,New Delhi,
Backend Developer - Intern,,,48000.0,,Bizzbuzz,New Delhi,
Backend Developer,,,300000.0,,Pear system,New Delhi,
Backend Developer,,,400000.0,,Sharad Goswami,New Delhi,
Backend Developer,,,400000.0,,Jeebley,New Delhi,
Backend Developer,,,360000.0,,Areon Mobility,New Delhi,
Backend Developer,,,288000.0,,Spinnaker Vacation Resorts,New Delhi,
Backend Developer - Intern,,,200000.0,,White Code Labs,New Delhi,
Backend Developer,,,312000.0,,No,New Delhi,
Backend Developer,,,500000.0,,WAPology,New Delhi,
Backend Developer,,,288000.0,,Shippigo,New Delhi,
Backend Developer - Intern,,,60000.0,,GitHub Community SRM,New Delhi,
Backend Developer - Intern,,,120000.0,,Opmagic.ai,New Delhi,
Backend Developer - Intern,,,96000.0,,Karan goyal,New Delhi,
Backend Developer - Intern,,,216000.0,,BuyersGoHappy,New Delhi,
Backend Developer,,,500000.0,,Jdmr Ischool,New Delhi,
Backend Developer,,,252000.0,,Zap Infolabs Private Limited,New Delhi,
Backend Developer,,,900000.0,,Spotmentor,New Delhi,
Backend Developer,,,648000.0,,Credit Culture,New Delhi,
Backend Developer,,,200000.0,,Softogenel technologies,New Delhi,
Backend Developer,,,288000.0,,Krawal Studios,New Delhi,
Backend Developer,,,400000.0,,No,New Delhi,
Backend Developer,,,500000.0,,Alpine Software,New Delhi,
Backend Developer - Intern,,,168000.0,,Ayush Tiwari,New Delhi,
Backend Developer,,,348000.0,,Curer,New Delhi,
Backend Developer,,,300000.0,,Miracle Ites,New Delhi,
Backend Developer,,,456000.0,,Sagas Ingenieria,New Delhi,
Backend Developer,,,500000.0,,Work Advantage,New Delhi,
Backend Developer,,,600000.0,,Arodream Technology,New Delhi,
Backend Developer,,,900000.0,,Piratica IT Services and Training,New Delhi,
Backend Developer - Intern,,,60000.0,,Banao,New Delhi,
Backend Developer,,,100000.0,,Amit kumar,New Delhi,
Backend Developer,,,4200000.0,,Inovoteq,New Delhi,
Backend Process,,,192000.0,,Concentrix,New Delhi,
Software Backend Engineer,,,900000.0,,Birdeye,New Delhi,
"Software Engineer, Backend",,,500000.0,,GreyOrange,New Delhi,
Backend Process,,,168000.0,,Tech Mahindra,New Delhi,
Backend Process,,,192000.0,,EXL Service,New Delhi,
"Software Engineer, Backend",,,400000.0,,Collegedunia,New Delhi,
Backend Process,,,228000.0,,Paytm,New Delhi,
"Software Engineer, Backend",,,600000.0,,Delhivery,New Delhi,
"Software Engineer, Backend - Intern",,,144000.0,,Josh Talks,New Delhi,
"Software Engineer, Backend",,,240000.0,,Untrodden Labs,New Delhi,
Senior Backend Developer,,,1400000.0,,Times Internet,New Delhi,
Backend Engineer,,,100000.0,,1mg,New Delhi,
Senior Backend Engineer,,,3100000.0,,Ocrolus,New Delhi,
Nodejs Backend Developer,,,300000.0,,Chetu,New Delhi,
Nodejs Backend Developer,,,264000.0,,Parangat Technologies,New Delhi,
Backend,,,240000.0,,Concentrix,New Delhi,
Backend,,,276000.0,,EXL Service,New Delhi,
Backend Process,,,228000.0,,Wipro,New Delhi,
Backend Process,,,156000.0,,Genpact,New Delhi,
Backend Process,,,252000.0,,Optum Global Solutions,New Delhi,
Backend Process,,,144000.0,,Aegis,New Delhi,
Backend Process,,,204000.0,,WheelsEye Technology,New Delhi,
Backend Process,,,200000.0,,BACKEND,New Delhi,
Sde-2 Backend,,,2500000.0,,Urban Company,New Delhi,
Associate Backend Developer,,,400000.0,,Pristyn Care,New Delhi,
Backend Executive,,,336000.0,,Fareportal,New Delhi,
"Software Engineer, Backend",,,1500000.0,,Bharti Airtel,New Delhi,
"Software Engineer, Backend - Intern",,,288000.0,,Paytm,New Delhi,
"Software Engineer, Backend",,,500000.0,,IndiaMART,New Delhi,
"Software Engineer, Backend",,,2300000.0,,Urban Company,New Delhi,
"Software Engineer, Backend",,,2700000.0,,Blinkit,New Delhi,
"Software Engineer, Backend - Intern",,,504000.0,,Blinkit,New Delhi,
"Software Engineer, Backend",,,192000.0,,H&M,New Delhi,
"Software Engineer, Backend",,,700000.0,,WheelsEye Technology,New Delhi,
"Software Engineer, Backend - Intern",,,360000.0,,Classplus,New Delhi,
"Software Engineer, Backend",,,1000000.0,,Classplus,New Delhi,
"Software Engineer, Backend",,,500000.0,,Zopper,New Delhi,
"Software Engineer, Backend",,,1300000.0,,99acre com,New Delhi,
"Software Engineer, Backend",,,1500000.0,,CleverTap,New Delhi,
"Software Engineer, Backend - Intern",,,300000.0,,Park+ (India),New Delhi,
"Software Engineer, Backend",,,1600000.0,,INDmoney,New Delhi,
"Software Engineer, Backend",,,1400000.0,,Leena AI,New Delhi,
"Software Engineer, Backend",,,2700000.0,,WinZO,New Delhi,
"Software Engineer, Backend",,,100000.0,,BACKEND,New Delhi,
"Software Engineer, Backend - Intern",,,156000.0,,StarClinch,New Delhi,
"Software Engineer, Backend - Intern",,,120000.0,,Dhwaniris,New Delhi,
"Software Engineer, Backend",,,200000.0,,Innotical Solutions,New Delhi,
"Software Engineer, Backend - Intern",,,168000.0,,Expand My Business (ExMyB),New Delhi,
"Software Engineer, Backend",,,900000.0,,Cube26,New Delhi,
"Software Engineer, Backend - Intern",,,200000.0,,Les Transformations,New Delhi,
"Software Engineer, Backend",,,700000.0,,Farzi Engineer,New Delhi,
"Software Engineer, Backend",,,120000.0,,Across The Globe,New Delhi,
"Software Engineer, Backend - Intern",,,180000.0,,StartupFlux,New Delhi,
"Software Engineer, Backend - Intern",,,300000.0,,Crofarm,New Delhi,
"Software Engineer, Backend",,,900000.0,,Mindpeers India,New Delhi,
"Software Engineer, Backend - Intern",,,200000.0,,VenueMonk,New Delhi,
"Software Engineer, Backend",,,2100000.0,,Certa (CA),New Delhi,
"Software Engineer, Backend - Intern",,,288000.0,,Hora.AI,New Delhi,
"Software Engineer, Backend",,,200000.0,,Stylework,New Delhi,
"Software Engineer, Backend",,,600000.0,,Nash Ventures (India),New Delhi,
"Software Engineer, Backend",,,288000.0,,MPebbles Technologies,New Delhi,
"Software Engineer, Backend",,,1100000.0,,EdgeCanvas,New Delhi,
"Software Engineer, Backend",,,2400000.0,,Msg.ai,New Delhi,
"Software Engineer, Backend",,,384000.0,,Trion Technology,New Delhi,
"Software Engineer, Backend - Intern",,,228000.0,,InterviewVector,New Delhi,
"Software Engineer, Backend",,,1000000.0,,GoPlayBook Internet,New Delhi,
"Software Engineer, Backend",,,400000.0,,Charpixel Technologies,New Delhi,
"Software Engineer, Backend",,,600000.0,,OneCode,New Delhi,
"Software Engineer, Backend",,,700000.0,,Neuron,New Delhi,
"Software Engineer, Backend - Intern",,,100000.0,,AGIXURY,New Delhi,
"Software Engineer, Backend",,,400000.0,,Ketchupp,New Delhi,
"Software Engineer, Backend",,,500000.0,,Indicus Netlabs,New Delhi,
"Software Engineer, Backend",,,100000.0,,Anonymus,New Delhi,
"Software Engineer, Backend - Intern",,,240000.0,,Teqop Consultancy,New Delhi,
"Software Engineer, Backend",,,1600000.0,,Arizona Tile,New Delhi,
"Software Engineer, Backend - Intern",,,180000.0,,Founders Lair,New Delhi,
Backend Software Engineer - Intern,,,300000.0,,Atlan,New Delhi,
Backend Software Engineer,,,900000.0,,Something Digital,New Delhi,
Software Developer (Backend),,,800000.0,,Paytm,New Delhi,
Backend Software Developer,,,1600000.0,,Hike,New Delhi,
Software Engineer - Backend,,,800000.0,,BuildSupply,New Delhi,
Software Backend Developer,,,1200000.0,,Birdeye,New Delhi,
Senior Backend Developer,,,2400000.0,,Paytm,New Delhi,
Senior Backend Developer,,,600000.0,,XYZ,New Delhi,
Senior Backend Developer,,,1800000.0,,Tokopedia,New Delhi,
Senior Backend Developer,,,900000.0,,Grappus,New Delhi,
Senior Backend Developer,,,100000.0,,Majid Al Futtaim Group,New Delhi,
Senior Backend Developer,,,1000000.0,,Colaborar Labs (India),New Delhi,
Senior Backend Developer,,,1400000.0,,Gophers Lab Technologies,New Delhi,
Senior Backend Developer,,,372000.0,,Credicxo,New Delhi,
Senior Backend Developer,,,1152000.0,,Credgenics,New Delhi,
Senior Backend Developer,,,1200000.0,,1Tab,New Delhi,
Senior Backend Developer,,,120000.0,,Kliento Technologies,New Delhi,
Senior Backend Developer,,,984000.0,,Infino,New Delhi,
Senior Backend Developer,,,700000.0,,LikeMinds (India),New Delhi,
Senior Backend Developer,,,1500000.0,,Creative Appography,New Delhi,
Senior Backend Developer,,,300000.0,,Grey Coconut Designs,New Delhi,
Junior Backend Developer - Intern,,,288000.0,,RedCarpet,New Delhi,
Junior Backend Developer,,,300000.0,,Crownstack,New Delhi,
Junior Backend Developer - Intern,,,228000.0,,Dhwaniris,New Delhi,
Junior Backend Developer,,,384000.0,,ParallelDots,New Delhi,
Junior Backend Developer,,,1800000.0,,Kunal Infotech,New Delhi,
Junior Backend Developer,,,168000.0,,ICCS,New Delhi,
Junior Backend Developer - Intern,,,288000.0,,Hiamnshu,New Delhi,
Backend Engineer,,,900000.0,,EY,New Delhi,
Backend Engineer,,,500000.0,,Iimjobs.com,New Delhi,
Backend Engineer,,,3400000.0,,Dineout,New Delhi,
Backend Engineer,,,1200000.0,,Park+ (India),New Delhi,
Backend Engineer,,,200000.0,,Transport Corporation Of India Limited,New Delhi,
Backend Engineer - Intern,,,300000.0,,Adda 247,New Delhi,
Backend Engineer,,,1400000.0,,DotPe,New Delhi,
Backend Engineer,,,1200000.0,,Atlan,New Delhi,
Backend Engineer - Intern,,,300000.0,,Atlan,New Delhi,
Backend Engineer,,,900000.0,,Bobble Keyboard,New Delhi,
Backend Engineer,,,1400000.0,,Fleetx,New Delhi,
Backend Engineer,,,1200000.0,,OYO Corporation,New Delhi,
Backend Engineer - Intern,,,240000.0,,Yolo TravelTech,New Delhi,
Backend Engineer,,,1000000.0,,Glaucus Logistics,New Delhi,
Backend Engineer,,,1300000.0,,KlearNow,New Delhi,
Backend Engineer - Intern,,,168000.0,,Oriserve,New Delhi,
Backend Engineer,,,396000.0,,Saarthi,New Delhi,
Backend Engineer,,,1200000.0,,Fueled,New Delhi,
Backend Engineer,,,500000.0,,Careervira,New Delhi,
Backend Engineer,,,1500000.0,,Syfe,New Delhi,
Backend Engineer,,,600000.0,,StyleDotMe,New Delhi,
